NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
147,경기도 군포시 산본동,1240,1240,0000,래미안하이어스,59.94,202505,03,"79,800",113,23,개인,개인,2010,금산로 91,-,중개거래,경기 군포시,2025.8.8
148,경기도 군포시 산본동,1055,1055,0000,매화,49.67,202505,03,"34,300",1403,10,개인,개인,1995,곡란로 26,-,중개거래,"경기 군포시, 경기 안양시 동안구",2025.5.30
149,경기도 군포시 산본동,1065-4,1065,0004,신안모란,66.16,202505,03,"47,000",1156,7,개인,개인,1994,고산로643번길 10,-,중개거래,경기 군포시,2025.7.22
150,경기도 군포시 산본동,1156-15,1156,0015,한라주공4-2,59.99,202505,03,"30,650",424,10,개인,개인,1997,번영로 328,-,중개거래,경기 군포시,2025.5.27
151,경기도 군포시 산본동,1146,1146,0000,솔거대림,101.91,202505,03,"65,000",724,16,개인,개인,1993,광정로 119,-,중개거래,서울 금천구,2025.5.26
152,경기도 용인시 처인구 역북동,721-3,0721,0003,보성,84.42,202505,03,"38,000",-,4,개인,개인,2000,명지로 15-33,20250508,중개거래,경기 용인시 처인구,-
153,경기도 용인시 처인구 역북동,809,0809,0000,역북지웰푸르지오,84.9884,202505,03,"57,700",111동,9,개인,개인,2017,명지로40번길 35-16,-,중개거래,경기 용인시 처인구,2025.7.18
154,경기도 하남시 감이동,535,0535,0000,감일센트레빌,59.92,202505,03,"89,000",1401동,7,개인,개인,2020,감일백제로 35,-,중개거래,경기 하남시,2025.8.1
155,경기도 하남시 감이동,535,0535,0000,감일센트레빌,59.92,202505,03,"89,800",1403동,12,개인,개인,2020,감일백제로 35,-,중개거래,경기 하남시,2025.8.11
156,경기도 하남시 감이동,535,0535,0000,감일센트레빌,74.82,202505,03,"91,000",1401동,2,개인,개인,2020,감일백제로 35,-,중개거래,경기 하남시,2025.11.26
157,경기도 하남시 덕풍동,695,0695,0000,벽산블루밍,84.96,202505,03,"70,500",103,20,개인,개인,2007,신평로 36,-,중개거래,경기 하남시,2025.7.4
158,경기도 하남시 덕풍동,823,0823,0000,하남풍산아이파크(1단지),84.962,202505,03,"89,800",111,9,개인,개인,2008,덕풍남로 11,-,중개거래,경기 하남시,2025.7.30
159,경기도 하남시 풍산동,477,0477,0000,미사강변동원로얄듀크,84.3852,202505,03,"97,000",2206동,18,개인,개인,2016,미사강변서로 45,-,중개거래,경기 하남시,2025.9.11
160,경기도 하남시 풍산동,573,0573,0000,신안인스빌,84.3282,202505,03,"105,000",3208동,17,개인,개인,2019,미사강변동로 19,-,중개거래,경기 하남시,2025.7.11
161,경기도 용인시 처인구 삼가동,537,0537,0000,우남퍼스트빌,84.8028,202505,03,"33,000",107,11,개인,개인,2003,금학로 91,-,중개거래,경기 용인시 처인구,2025.5.29
162,경기도 용인시 처인구 삼가동,552,0552,0000,늘푸른오스카빌1단지,84.93,202505,03,"34,500",102,14,개인,개인,2004,중부대로1158번길 12,-,중개거래,경기 용인시 처인구,2025.6.17
163,경기도 용인시 기흥구 신갈동,734,0734,0000,용인기흥 우방아이유쉘,59.958,202505,03,"42,350",106동,9,개인,개인,2018,신정로41번길 31,-,중개거래,경기 용인시 기흥구,2025.7.23
164,경기도 하남시 망월동,910,0910,0000,미사강변파밀리에,84.85,202505,03,"99,000",1503,22,개인,개인,2014,아리수로 589,-,중개거래,"경기 하남시, 서울 강동구",2025.7.14
165,경기도 용인시 처인구 유방동,1007-50,1007,0050,인정프린스2,84.87,202505,03,"25,600",2003,2,개인,개인,1995,경안천로 378,-,중개거래,경기 용인시 처인구,2025.7.4
166,경기도 용인시 처인구 유방동,1007-1,1007,0001,인정프린스1,59.93,202505,03,"18,500",1004,7,개인,개인,1994,금어로 6,-,중개거래,경기 용인시 처인구,2025.7.4
167,경기도 하남시 망월동,1034,1034,0000,미사강변루나리움,84.99,202505,03,"97,000",505동,17,개인,개인,2015,아리수로 499,-,중개거래,경기 하남시,2025.7.31
168,경기도 군포시 금정동,876,0876,0000,율곡,59.97,202505,03,"41,600",338,10,개인,개인,1994,오금로 43,-,중개거래,경기 군포시,2025.8.8
169,경기도 군포시 금정동,871-11,0871,0011,다산주공(3단지),74.16,202505,03,"40,900",320,1,개인,개인,1992,오금로 16,-,중개거래,경기 군포시,2025.8.8
170,경기도 군포시 금정동,762-5,0762,0005,경아,60.9,202505,03,"21,800",-,5,개인,개인,1984,당산로125번길 15,-,중개거래,경기 군포시,2025.6.4
171,경기도 군포시 금정동,876,0876,0000,율곡,58.46,202505,03,"36,500",333,11,개인,개인,1994,오금로 43,-,중개거래,경기 군포시,2025.6.19
172,경기도 용인시 기흥구 구갈동,544,0544,0000,강남마을한라비발디아델70,150.859,202505,03,"55,000",202,2,개인,개인,2005,강남서로 86,-,중개거래,경기 용인시 기흥구,2025.6.5
173,경기도 용인시 기흥구 신갈동,736,0736,0000,신흥덕롯데캐슬레이시티,59.9818,202505,03,"55,600",108동,24,개인,개인,2019,신정로 25,-,중개거래,"경기 용인시 기흥구, 경기 용인시 수지구",2025.7.31
174,경기도 용인시 기흥구 신갈동,734,0734,0000,용인기흥 우방아이유쉘,59.962,202505,03,"39,000",101동,2,개인,개인,2018,신정로41번길 31,-,중개거래,경기 용인시 기흥구,2025.8.14
175,경기도 용인시 기흥구 신갈동,736,0736,0000,신흥덕롯데캐슬레이시티,59.5731,202505,03,"52,900",101동,14,개인,개인,2019,신정로 25,-,중개거래,경기 용인시 기흥구,2025.7.9
176,경기도 용인시 기흥구 신갈동,736,0736,0000,신흥덕롯데캐슬레이시티,59.5731,202505,03,"55,000",-,26,개인,개인,2019,신정로 25,20250614,중개거래,경기 용인시 기흥구,-
177,경기도 용인시 기흥구 신갈동,736,0736,0000,신흥덕롯데캐슬레이시티,59.5731,202505,03,"55,000",106동,29,개인,개인,2019,신정로 25,-,중개거래,경기 용인시 기흥구,2025.7.2
178,경기도 의왕시 내손동,795,0795,0000,대원칸타빌1,59.961,202505,03,"56,500",102,13,개인,개인,2002,갈미로 7,-,중개거래,경기 의왕시,2025.7.23
179,경기도 의왕시 내손동,795,0795,0000,대원칸타빌1,59.924,202505,03,"56,500",-,13,개인,개인,2002,갈미로 7,20250619,중개거래,경기 의왕시,-
180,경기도 용인시 처인구 포곡읍 둔전리,319,0319,0000,인정멜로디,53.925,202505,03,"18,000",102,17,개인,개인,1998,포곡로61번길 17,-,중개거래,경기 용인시 처인구,2025.6.13
181,경기도 하남시 신장동,569,0569,0000,대명강변타운,84.83,202505,03,"80,000",111,19,개인,개인,2007,대청로 79,-,중개거래,경기 하남시,2025.8.14
182,경기도 군포시 산본동,1155,1155,0000,가야주공,41.85,202505,03,"29,900",504,11,개인,개인,1993,번영로 403,-,중개거래,경기 군포시,2025.7.10
183,경기도 군포시 산본동,1240,1240,0000,래미안하이어스,84.95,202505,03,"97,000",110,16,개인,개인,2010,금산로 91,-,중개거래,경기 군포시,2025.8.13
184,경기도 평택시 진위면 견산리,27-15,0027,0015,한승아파트,34.4,202505,03,"8,000",102,6,개인,개인,2000,동부대로 41,-,중개거래,경기 평택시,2025.6.17
185,경기도 안산시 단원구 초지동,731,0731,0000,호수마을풍림,84.96,202505,03,"47,000",132,8,개인,개인,2000,광덕1로 80,-,중개거래,경기 안산시 단원구,2025.8.13
186,경기도 안산시 단원구 초지동,731,0731,0000,호수마을풍림,84.96,202505,03,"47,000",-,8,개인,개인,2000,광덕1로 80,20250813,중개거래,경기 안산시 단원구,-
187,경기도 안산시 단원구 초지동,736,0736,0000,그린빌15(해맑음마을),59.97,202505,03,"36,000",1502,9,개인,개인,2002,초지2로 41,-,중개거래,경기 안산시 단원구,2025.7.10
188,경기도 안산시 단원구 초지동,741,0741,0000,서해그랑블,71.939,202505,03,"38,800",2012,4,개인,개인,2004,초지1로 78,-,중개거래,경기 안산시 단원구,2025.8.29
189,경기도 안산시 단원구 원곡동,1002,1002,0000,e편한세상초지역센트럴포레,49.944,202505,03,"44,000",101,3,개인,개인,2021,라성로 16,-,중개거래,"경기 안산시 단원구, 경기 안산시 상록구",2025.7.11
190,경기도 안산시 단원구 원곡동,937,0937,0000,안산8차푸르지오,84.9897,202505,03,"41,000",804,2,개인,개인,2006,원초로 9,-,중개거래,경기 안산시 단원구,2025.6.10
191,경기도 평택시 진위면 견산리,374,0374,0000,청도,43.03,202505,03,"5,800",1,3,개인,개인,1992,견산1길 3-5,-,중개거래,경기 평택시,2025.6.18
192,경기도 평택시 안중읍 송담리,850,0850,0000,송담지엔하임1차,59.7031,202505,03,"28,000",107동,8,개인,개인,2018,송담1로 85,-,중개거래,경기 평택시,2025.7.1
193,경기도 평택시 비전동,1031,1031,0000,우미린센트럴파크,84.9797,202505,03,"39,500",101동,12,개인,법인,2016,비전3로 76,-,중개거래,"경기 수원시 영통구, 경기 평택시",2025.5.30
194,경기도 안산시 단원구 고잔동,676-2,0676,0002,주공6,39.72,202505,03,"37,000",602,2,개인,개인,1986,예술대학로 105,-,중개거래,경기 안산시 단원구,2025.8.18
195,경기도 안산시 상록구 건건동,994,0994,0000,건건동영무예다음,59.9961,202505,03,"41,700",103,11,개인,개인,2020,건건로 82,-,중개거래,경기 안산시 상록구,2025.6.16
196,경기도 동두천시 생연동,787-2,0787,0002,건영아파트,59.4,202505,03,"11,900",102,9,개인,개인,1995,강변로296번길 19,-,중개거래,경기 동두천시,2025.5.19
197,경기도 평택시 고덕면 궁리,523,0523,0000,고덕하늘채시그니처,59.949,202505,03,"27,200",118동,15,개인,개인,2021,효덕새싹길 55,-,중개거래,경기 평택시,2025.7.21
198,경기도 동두천시 생연동,497-1,0497,0001,화성아파트1차,58.14,202505,03,"4,800",-,4,개인,개인,1989,동광로 97,-,중개거래,경기 동두천시,2025.6.10
199,경기도 안산시 상록구 성포동,591,0591,0000,주공11,58.14,202505,03,"35,500",1132,13,개인,개인,1995,충장로 533,-,중개거래,경기 안산시 상록구,2025.6.5
200,경기도 평택시 안중읍 현화리,839-1,0839,0001,동신아름마을,84.6339,202505,03,"25,700",305,1,개인,개인,2005,안현로서8길 14,-,중개거래,경기 평택시,2025.6.20
201,경기도 안산시 상록구 성포동,583,0583,0000,예술인,84.87,202505,03,"38,000",4,11,개인,개인,1985,화랑로 495,-,중개거래,경기 안산시 상록구,2025.6.24
202,경기도 평택시 비전동,820,0820,0000,윤중수신제가,74.26,202505,03,"22,500",101,10,개인,개인,2004,평택5로 183,-,중개거래,경기 평택시,2025.6.12
203,경기도 평택시 팽성읍 송화리,790-1,0790,0001,대원,59.97,202505,03,"16,700",104,2,개인,법인,2002,부용로 36,-,중개거래,경기 평택시,2025.5.30
204,경기도 동두천시 생연동,163,0163,0000,생연주공아파트(1단지),58.14,202505,03,"7,750",105,3,개인,개인,1996,중앙로 424,-,직거래,-,2025.5.15
205,경기도 평택시 용이동,648,0648,0000,평택비전푸르지오,75.008,202505,03,"37,000",105동,15,개인,개인,2016,용죽1로 14,-,중개거래,경기 평택시,2025.7.25
206,경기도 평택시 용이동,644,0644,0000,신영평택비전지웰푸르지오,74.9404,202505,03,"43,000",1101동,19,개인,개인,2019,용죽1로 33,-,중개거래,경기 평택시,2025.7.31
207,경기도 평택시 세교동,596,0596,0000,힐스테이트평택3차(3-1블록),73.42,202505,03,"37,000",301동,11,개인,개인,2019,세교6로 19,-,중개거래,경기 평택시,2025.7.24
208,경기도 평택시 세교동,573,0573,0000,힐스테이트 평택 1차,84.87,202505,03,"41,300",103동,23,개인,개인,2018,세교6로 46,-,중개거래,경기 평택시,2025.7.24
209,경기도 평택시 동삭동,388-13,0388,0013,더샵지제역센트럴파크2BL,59.6236,202505,03,"38,000",210동,13,개인,개인,2020,지제동삭2로 177,-,중개거래,경기 평택시,2025.7.10
210,경기도 평택시 동삭동,388-13,0388,0013,더샵지제역센트럴파크2BL,59.6236,202505,03,"36,000",211동,21,개인,개인,2020,지제동삭2로 177,-,중개거래,경기 평택시,2025.7.11
211,경기도 평택시 동삭동,388-13,0388,0013,더샵지제역센트럴파크2BL,84.7982,202505,03,"52,000",216동,16,개인,개인,2020,지제동삭2로 177,-,중개거래,경기 평택시,2025.5.29
212,경기도 안산시 단원구 고잔동,676-2,0676,0002,주공6,39.72,202505,03,"35,500",606,3,개인,개인,1986,예술대학로 105,-,중개거래,경기 안산시 단원구,2025.7.30
213,경기도 평택시 진위면 견산리,374,0374,0000,청도,55.98,202505,03,"8,200",3,4,개인,개인,1992,견산1길 3-5,-,직거래,-,2025.5.23
214,경기도 용인시 수지구 상현동,869,0869,0000,만현마을9단지엘지자이,84.7831,202505,03,"65,500",909,7,개인,개인,2003,만현로133번길 33,-,중개거래,경기 용인시 수지구,2025.7.3
215,경기도 용인시 수지구 신봉동,873,0873,0000,신봉마을LG자이1차,83.278,202505,03,"65,000",123,6,개인,개인,2004,신봉2로 26,-,중개거래,경기 용인시 수지구,2025.7.28
216,경기도 용인시 수지구 성복동,771,0771,0000,버들치마을성복힐스테이트1차,157.115,202505,03,"99,000",107,6,개인,개인,2011,성복1로 91,-,중개거래,경기 용인시 수지구,2025.8.14
217,경기도 용인시 기흥구 공세동,663,0663,0000,불곡마을(벽산블루밍),84.94,202505,03,"28,400",101,14,개인,개인,2005,고매로43번길 32-2,-,중개거래,경기 용인시 기흥구,2025.7.21
218,경기도 용인시 기흥구 공세동,382-1,0382,0001,호수청구,84.97,202505,03,"29,500",106,19,개인,개인,1997,공세로 226,-,중개거래,경기 용인시 기흥구,2025.6.10
219,경기도 용인시 수지구 상현동,866,0866,0000,광교상떼빌파크뷰,164.2368,202505,03,"92,500",4812동,14,개인,개인,2002,상현로 30-10,-,중개거래,"경기 수원시 영통구, 경기 용인시 수지구",2025.6.23
220,경기도 용인시 수지구 상현동,842,0842,0000,상현마을수지센트럴아이파크,157.1754,202505,03,"96,000",102,9,개인,개인,2006,상현로 101,-,중개거래,경기 용인시 수지구,2025.8.12
221,경기도 용인시 수지구 상현동,1214,1214,0000,더샵수지포레,75.1035,202505,03,"83,000",105동,16,개인,개인,2019,만현로67번길 20,-,중개거래,경기 용인시 수지구,2025.7.28
222,경기도 용인시 기흥구 마북동,524-8,0524,0008,블루밍구성더센트럴,59.783,202505,03,"69,500",101,7,개인,개인,2000,연원로42번길 2,-,중개거래,경기 용인시 기흥구,2025.7.22
223,경기도 용인시 수지구 성복동,723,0723,0000,벽산첼시빌2차,133.148,202505,03,"71,000",507,9,개인,개인,2002,성복1로 107,-,중개거래,경기 용인시 수지구,2025.6.4
224,경기도 용인시 기흥구 언남동,243,0243,0000,유원휴하임,41.457,202505,03,"24,500",-,5,개인,개인,2013,구성로 109,20250703,중개거래,경기 용인시 기흥구,-
225,경기도 용인시 기흥구 언남동,493,0493,0000,하마비마을동부센트레빌,125.6668,202505,03,"54,000",104,4,개인,개인,2002,구성로 99,-,중개거래,경기 용인시 기흥구,2025.6.27
226,경기도 용인시 수지구 풍덕천동,1021,1021,0000,신정마을성지,99.33,202505,03,"97,000",505,17,개인,개인,2000,정평로 61,-,중개거래,경기 용인시 수지구,2025.6.30
227,경기도 용인시 수지구 풍덕천동,663-1,0663,0001,수지삼성4차,59.76,202505,03,"51,700",104,3,개인,개인,1994,수풍로 90,-,중개거래,경기 용인시 수지구,2025.6.26
228,경기도 용인시 수지구 풍덕천동,1104,1104,0000,용인수지신정마을9단지,59.39,202505,03,"82,600",902,13,개인,개인,2000,풍덕천로 76,-,중개거래,경기 용인시 수지구,2025.11.7
229,경기도 용인시 수지구 풍덕천동,1065,1065,0000,신정마을주공1,59.39,202505,03,"86,500",104,10,개인,개인,2000,풍덕천로 91,-,중개거래,경기 용인시 수지구,2025.8.20
